2024-02-27 18:02:49,136 INFO    StreamThr :669308 [internal.py:wandb_internal():87] W&B internal server running at pid: 669308, started at: 2024-02-27 18:02:49.136272
2024-02-27 18:02:49,138 DEBUG   HandlerThread:669308 [handler.py:handle_request():144] handle_request: status
2024-02-27 18:02:49,141 INFO    WriterThread:669308 [datastore.py:open_for_write():85] open: /home/edramos/Documents/MLOPS/ImageClassification-MFG/wandb/run-20240227_180249-lqqvd86e/run-lqqvd86e.wandb
2024-02-27 18:02:49,142 DEBUG   SenderThread:669308 [sender.py:send():336] send: header
2024-02-27 18:02:49,155 DEBUG   SenderThread:669308 [sender.py:send():336] send: run
2024-02-27 18:02:49,515 INFO    SenderThread:669308 [dir_watcher.py:__init__():216] watching files in: /home/edramos/Documents/MLOPS/ImageClassification-MFG/wandb/run-20240227_180249-lqqvd86e/files
2024-02-27 18:02:49,515 INFO    SenderThread:669308 [sender.py:_start_run_threads():1067] run started: lqqvd86e with start time 1709085769.13575
2024-02-27 18:02:49,515 DEBUG   SenderThread:669308 [sender.py:send_request():363] send_request: summary_record
2024-02-27 18:02:49,515 INFO    SenderThread:669308 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2024-02-27 18:02:49,517 DEBUG   HandlerThread:669308 [handler.py:handle_request():144] handle_request: check_version
2024-02-27 18:02:49,517 DEBUG   SenderThread:669308 [sender.py:send_request():363] send_request: check_version
2024-02-27 18:02:50,516 INFO    Thread-13 :669308 [dir_watcher.py:_on_file_created():275] file/dir created: /home/edramos/Documents/MLOPS/ImageClassification-MFG/wandb/run-20240227_180249-lqqvd86e/files/wandb-summary.json
2024-02-27 18:02:50,665 DEBUG   HandlerThread:669308 [handler.py:handle_request():144] handle_request: run_start
2024-02-27 18:02:50,670 DEBUG   HandlerThread:669308 [system_info.py:__init__():31] System info init
2024-02-27 18:02:50,670 DEBUG   HandlerThread:669308 [system_info.py:__init__():46] System info init done
2024-02-27 18:02:50,670 INFO    HandlerThread:669308 [system_monitor.py:start():151] Starting system monitor
2024-02-27 18:02:50,670 INFO    SystemMonitor:669308 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-02-27 18:02:50,670 INFO    HandlerThread:669308 [system_monitor.py:probe():172] Collecting system info
2024-02-27 18:02:50,671 INFO    SystemMonitor:669308 [interfaces.py:start():168] Started cpu
2024-02-27 18:02:50,671 INFO    SystemMonitor:669308 [interfaces.py:start():168] Started disk
2024-02-27 18:02:50,672 INFO    SystemMonitor:669308 [interfaces.py:start():168] Started gpu
2024-02-27 18:02:50,672 INFO    SystemMonitor:669308 [interfaces.py:start():168] Started memory
2024-02-27 18:02:50,672 INFO    SystemMonitor:669308 [interfaces.py:start():168] Started network
2024-02-27 18:02:50,694 DEBUG   HandlerThread:669308 [system_info.py:probe():195] Probing system
2024-02-27 18:02:50,698 DEBUG   HandlerThread:669308 [system_info.py:_probe_git():180] Probing git
2024-02-27 18:02:50,705 DEBUG   HandlerThread:669308 [system_info.py:_probe_git():188] Probing git done
2024-02-27 18:02:50,705 DEBUG   HandlerThread:669308 [system_info.py:probe():241] Probing system done
